Gesamtanzahl Artikel:	1806
Anzahl Artikel in Test:	1445
Anzahl Artikel in Train:	361
Anteil von Test an gesamten Artikeln:	0.8001
Gesamtanzahl Sätze:	2611
Anzahl Sätze in Test:	2101
Anzahl Sätze in Train:	510
Anteil von Test an gesamten Sätzen:	0.8047
Gesamtanzahl interactions:	5549
Anzahl Interaktionen in Test:	4460
Anzahl Interaktionen in Train:	1089
Anteil von Test an gesamten Interaktionen:	0.8037
Gesamtes 0/1 Verhältnis:	0.8952
0/1 Verhältnis in Test:	0.8946
0/1 Verhältnis in Train:	0.8972
Verhältnis des 0/1 Verhältnis von Test und Train:	0.9971
